epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.23814214124840993,92.53125,0.06281337949219457,98.14166666666667
2,0.08810555531208714,97.4125,0.042977767318897096,98.7
3,0.06608222894587865,97.99791666666667,0.04088117308082416,98.79166666666667
4,0.052809379426917685,98.4125,0.03847812361299417,98.89166666666667
5,0.04644983870590416,98.57708333333333,0.03501093118687462,98.98333333333333
