epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,0.23875459555909037,92.61875,0.053282093760765536,98.375
2,0.08284373128165802,97.51666666666667,0.042272539807488504,98.66666666666667
3,0.06238319542367632,98.1,0.04573453789983413,98.58333333333333
4,0.0505015903027573,98.44375,0.05678383747912681,98.39166666666667
5,0.04063704841318152,98.68541666666667,0.03499663313863145,98.96666666666667
